# HAN (c) Todt
WCFS1	NC8
NC_004567|lp_0912|842493_843422|310AA	NZ_AGRI01000003|nc8_0808|479263_480192|310AA
NC_004567|lp_0913|843591_844520|310AA	NZ_AGRI01000003|nc8_0809|480361_481290|310AA
NC_004567|lp_0825|765338_765925|196AA	NZ_AGRI01000003|nc8_0738|407703_408290|196AA
NC_004567|lp_0826|766261_767310|350AA	NZ_AGRI01000003|nc8_0739|408625_409674|350AA
NC_004567|lp_0822|761632_763449|606AA	NZ_AGRI01000003|nc8_0735|403997_405814|606AA
NC_004567|lp_0824|764445_765260|272AA	NZ_AGRI01000003|nc8_0737|406810_407625|272AA
NC_004567|lp_2125|1919366_1919635|90AA	NZ_AGRI01000006|nc8_1883|530618_530887|90AA
NC_004567|lp_0898|827305_827619|105AA	NZ_AGRI01000003|nc8_0800|470263_470577|105AA
NC_004567|lp_0840|777016_778449|478AA	NZ_AGRI01000003|nc8_0752|419368_420822|485AA
NC_004567|lp_0850|789498_790346|283AA	NZ_AGRI01000003|nc8_0761|431849_432697|283AA
NC_004567|lp_3297|2934060_2934629|190AA	NZ_AGRI01000001|nc8_2815|293239_293808|190AA
NC_004567|lp_3298|2934622_2935134|171AA	NZ_AGRI01000001|nc8_2816|293801_294313|171AA
NC_004567|lp_3293|2930410_2930937|176AA	NZ_AGRI01000001|nc8_2811|289589_290116|176AA
NC_004567|lp_3294|2930930_2932078|383AA	NZ_AGRI01000001|nc8_2812|290109_291257|383AA
NC_004567|lp_3295|2932103_2932690|196AA	NZ_AGRI01000001|nc8_2813|291282_291869|196AA
NC_004567|lp_3296|2932687_2934051|455AA	NZ_AGRI01000001|nc8_2814|291866_293230|455AA
NC_004567|lp_3285|2925328_2925636|103AA	NZ_AGRI01000001|nc8_2804|284498_284806|103AA
NC_004567|lp_3286|2925988_2926626|213AA	NZ_AGRI01000001|nc8_2805|285157_285804|216AA
NC_004567|lp_3288|2927376_2928263|296AA	NZ_AGRI01000001|nc8_2807|286555_287442|296AA
NC_004567|lp_3292|2929908_2930075|56AA	NZ_AGRI01000001|nc8_2810|289087_289254|56AA
NC_004567|lp_2842|2532271_2533098|276AA	NZ_AGRI01000010|nc8_2411|211612_212439|276AA
NC_004567|lp_2841|2531144_2532154|337AA	NZ_AGRI01000010|nc8_2410|210485_211495|337AA
NC_004567|lp_2826|2519926_2520465|180AA	NZ_AGRI01000010|nc8_2399|198983_199522|180AA
NC_004567|lp_1406|1287891_1288133|81AA	NZ_AGRI01000004|nc8_1214|79416_79658|81AA
NC_004567|lp_2829|2522627_2523553|309AA	NZ_AGRI01000010|nc8_2402|201694_202620|309AA
NC_004567|lp_2835|2527580_2528242|221AA	NZ_AGRI01000010|nc8_2406|206921_207583|221AA
NC_004567|lp_2833|2526274_2527461|396AA	NZ_AGRI01000010|nc8_2405|205615_206802|396AA
NC_004567|lp_2839|2529937_2530437|167AA	NZ_AGRI01000010|nc8_2408|209278_209778|167AA
NC_004567|lp_2836|2528456_2529940|495AA	NZ_AGRI01000010|nc8_2407|207797_209281|495AA
NC_004567|lp_0155|133259_134044|262AA	NZ_AGRI01000002|nc8_0146|146114_146899|262AA
NC_004567|lp_0154|132901_133230|110AA	NZ_AGRI01000002|nc8_0145|145756_146085|110AA
NC_004567|lp_0160|136930_137847|306AA	NZ_AGRI01000002|nc8_0150|149668_150585|306AA
NC_004567|lp_0158|135213_135704|164AA	NZ_AGRI01000002|nc8_0148|147942_148442|167AA
NC_004567|lp_0162|139488_140150|221AA	NZ_AGRI01000002|nc8_0152|152226_152888|221AA
NC_004567|lp_0161|137853_139469|539AA	NZ_AGRI01000002|nc8_0151|150591_152207|539AA
NC_004567|lp_0164|142032_142544|171AA	NZ_AGRI01000002|nc8_0154|154770_155282|171AA
NC_004567|lp_0163|140318_141859|514AA	NZ_AGRI01000002|nc8_0153|153056_154597|514AA
NC_004567|lp_0152|132040_132756|239AA	NZ_AGRI01000002|nc8_0144|144859_145611|251AA
NC_004567|lp_0150|130872_131432|187AA	NZ_AGRI01000002|nc8_0142|143727_144287|187AA
NC_004567|lp_2279|2058883_2059839|319AA	NZ_AGRI01000006|nc8_2019|669745_670701|319AA
NC_004567|lp_2280|2059932_2061065|378AA	NZ_AGRI01000006|nc8_2020|670794_671894|367AA
NC_004567|lp_2270|2049900_2050211|104AA	NZ_AGRI01000006|nc8_2010|660760_661071|104AA
NC_004567|lp_2271|2050367_2052730|788AA	NZ_AGRI01000006|nc8_2011|661227_663590|788AA
NC_004567|lp_2272|2052790_2053041|84AA	NZ_AGRI01000006|nc8_2012|663650_663928|93AA
NC_004567|lp_2273|2053173_2053469|99AA	NZ_AGRI01000006|nc8_2013|664033_664329|99AA
NC_004567|lp_2274|2053482_2053916|145AA	NZ_AGRI01000006|nc8_2014|664342_664776|145AA
NC_004567|lp_2275|2053913_2054182|90AA	NZ_AGRI01000006|nc8_2015|664773_665042|90AA
NC_004567|lp_2277|2054567_2057209|881AA	NZ_AGRI01000006|nc8_2017|665429_668071|881AA
NC_004567|lp_2278|2057537_2058880|448AA	NZ_AGRI01000006|nc8_2018|668399_669742|448AA
NC_004567|lp_2569|2287992_2288507|172AA	NZ_AGRI01000008|nc8_2195|31433_31948|172AA
NC_004567|lp_2568|2287129_2287953|275AA	NZ_AGRI01000008|nc8_2194|30570_31394|275AA
NC_004567|lp_2567|2286571_2287080|170AA	NZ_AGRI01000008|nc8_2193|30012_30521|170AA
NC_004567|lp_0449|403836_404540|235AA	NZ_AGRI01000003|nc8_0413|73131_73835|235AA
NC_004567|lp_0450|404540_405382|281AA	NZ_AGRI01000003|nc8_0414|73835_74677|281AA
NC_004567|lp_0447|401588_402862|425AA	NZ_AGRI01000003|nc8_0411|70883_72157|425AA
NC_004567|lp_0448|402855_403814|320AA	NZ_AGRI01000003|nc8_0412|72150_73109|320AA
NC_004567|lp_0455|408973_410157|395AA	NZ_AGRI01000003|nc8_0418|78269_79453|395AA
NC_004567|lp_0456|410280_411056|259AA	NZ_AGRI01000003|nc8_0419|79576_80352|259AA
NC_004567|lp_0452|405979_406368|130AA	NZ_AGRI01000003|nc8_0416|75235_75663|143AA
NC_004567|lp_0454|406690_408741|684AA	NZ_AGRI01000003|nc8_0417|75985_78036|684AA
NC_004567|lp_0443|397055_398068|338AA	NZ_AGRI01000003|nc8_0407|66352_67365|338AA
NC_004567|lp_0446|400625_401542|306AA	NZ_AGRI01000003|nc8_0410|69920_70837|306AA
NC_004567|lp_3100|2760503_2761456|318AA	NZ_AGRI01000001|nc8_2642|122324_123277|318AA
NC_004567|lp_3524|3139240_3140295|352AA	NZ_AGRI01000001|nc8_2993|482916_483971|352AA
NC_004567|lp_3332|2965369_2965593|75AA	NZ_AGRI01000001|nc8_3055a|552205_552435|77AA
NC_004567|lp_3635|3252834_3253970|379AA NC_004567|lp_0180|157079_158185|369AA	NZ_AGRI01000001|nc8_3084|584513_585649|379AA NZ_AGRI01000002|nc8_0169|169817_170923|369AA
NC_004567|lp_3132|2799769_2801220|484AA NC_004567|lp_3526|3142011_3143474|488AA NC_004567|lp_3512|3125615_3127075|487AA	NZ_AGRI01000001|nc8_2981|469290_470750|487AA NZ_AGRI01000001|nc8_2995|485687_487150|488AA
NC_004567|lp_0852|790675_792438|588AA NC_004567|lp_3587|3203893_3205647|585AA	NZ_AGRI01000003|nc8_0762|433026_434789|588AA NZ_AGRI01000001|nc8_3042|537921_539675|585AA
NC_004567|lp_0980|909414_911315|634AA NC_004567|lp_3085|2744913_2746814|634AA	NZ_AGRI01000003|nc8_0871|545836_547737|634AA NZ_AGRI01000001|nc8_2628|106752_108644|631AA
NC_004567|lp_1087|990078_991499|474AA NC_004567|lp_1102|1000553_1001971|473AA	NZ_AGRI01000003|nc8_0958|625160_626536|459AA NZ_AGRI01000003|nc8_0970|635590_637008|473AA
NC_004567|lp_2290|2066641_2069709|1023AA	NZ_AGRI01000006|nc8_2028|677513_680581|1023AA
NC_004567|lp_0507|453809_454537|243AA	NZ_AGRI01000003|nc8_0450|107623_108351|243AA
NC_004567|lp_0506|452759_453658|300AA	NZ_AGRI01000003|nc8_0449|106573_107472|300AA
NC_004567|lp_0514|460295_460999|235AA	NZ_AGRI01000003|nc8_0456|114110_114814|235AA
NC_004567|lp_0513|458960_460096|379AA	NZ_AGRI01000003|nc8_0455|112775_113911|379AA
NC_004567|lp_0516|461680_462579|300AA	NZ_AGRI01000003|nc8_0458|115495_116394|300AA
NC_004567|lp_0515|461108_461668|187AA	NZ_AGRI01000003|nc8_0457|114923_115483|187AA
NC_004567|lp_0510|455853_457133|427AA	NZ_AGRI01000003|nc8_0452|109668_110948|427AA
NC_004567|lp_0509|455116_455310|65AA	NZ_AGRI01000003|nc8_0451|108933_109127|65AA
NC_004567|lp_0512|458582_458827|82AA	NZ_AGRI01000003|nc8_0454|112397_112642|82AA
NC_004567|lp_0511|457163_458455|431AA	NZ_AGRI01000003|nc8_0453|110978_112270|431AA
NC_004567|lp_1341|1233642_1234034|131AA	NZ_AGRI01000004|nc8_1169|31193_31585|131AA
NC_004567|lp_1328|1223176_1223862|229AA	NZ_AGRI01000004|nc8_1158|20725_21411|229AA
NC_004567|lp_1343|1234688_1235626|313AA	NZ_AGRI01000004|nc8_1171|32239_33177|313AA
NC_004567|lp_3105|2765846_2766844|333AA	NZ_AGRI01000001|nc8_2647|127604_128602|333AA
NC_004567|lp_1668|1520457_1521269|271AA	NZ_AGRI01000006|nc8_1427|89995_90807|271AA
NC_004567|lp_3077|2739056_2739880|275AA	NZ_AGRI01000001|nc8_2623|101782_102606|275AA
NC_004567|lp_3193|2845767_2846696|310AA	NZ_AGRI01000001|nc8_2724|201905_202834|310AA
NC_004567|lp_2744|2442043_2442852|270AA	NZ_AGRI01000010|nc8_2332|123442_124251|270AA
NC_004567|lp_2743|2441175_2442053|293AA	NZ_AGRI01000010|nc8_2331|122574_123452|293AA
NC_004567|lp_2747|2443957_2444373|139AA	NZ_AGRI01000010|nc8_2335|125356_125772|139AA
NC_004567|lp_2745|2442968_2443438|157AA	NZ_AGRI01000010|nc8_2333|124367_124837|157AA
NC_004567|lp_1598|1454009_1454428|140AA	NZ_AGRI01000006|nc8_1366|24176_24595|140AA
NC_004567|lp_1597|1453554_1454012|153AA	NZ_AGRI01000006|nc8_1365|23721_24179|153AA
NC_004567|lp_1600|1455428_1456771|448AA	NZ_AGRI01000006|nc8_1368|25594_26937|448AA
NC_004567|lp_1599|1454575_1455435|287AA	NZ_AGRI01000006|nc8_1367|24732_25601|290AA
NC_004567|lp_1602|1456994_1457884|297AA	NZ_AGRI01000006|nc8_1370|27160_28050|297AA
NC_004567|lp_1601|1456771_1457001|77AA	NZ_AGRI01000006|nc8_1369|26937_27167|77AA
NC_004567|lp_2121|1914316_1915230|305AA	NZ_AGRI01000006|nc8_1879|525568_526482|305AA
NC_004567|lp_0827|768017_768325|103AA	NZ_AGRI01000003|nc8_0740|410375_410689|105AA
NC_004567|lp_0570|528944_529390|149AA	NZ_AGRI01000003|nc8_0512|186360_186806|149AA
NC_004567|lp_2119|1912914_1914101|396AA	NZ_AGRI01000006|nc8_1878|524166_525353|396AA
NC_004567|lp_0830|770043_770849|269AA	NZ_AGRI01000003|nc8_0743|412408_413214|269AA
NC_004567|lp_1242|1128464_1129195|244AA	NZ_AGRI01000003|nc8_1090|764490_765221|244AA
NC_004567|lp_0828|768571_768996|142AA	NZ_AGRI01000003|nc8_0741|410936_411361|142AA
NC_004567|lp_0829|768997_769749|251AA	NZ_AGRI01000003|nc8_0742|411362_412114|251AA
NC_004567|lp_3352|2981555_2981998|148AA	NZ_AGRI01000001|nc8_2856|337525_337968|148AA
NC_004567|lp_3353|2982094_2982450|119AA	NZ_AGRI01000001|nc8_2857|338064_338420|119AA
NC_004567|lp_3350|2980416_2980781|122AA	NZ_AGRI01000001|nc8_2854|336386_336751|122AA
NC_004567|lp_3351|2980816_2981322|169AA	NZ_AGRI01000001|nc8_2855|336786_337292|169AA
NC_004567|lp_2201|1988668_1989063|132AA	NZ_AGRI01000006|nc8_1945|599847_600242|132AA
NC_004567|lp_3349|2979248_2980348|367AA	NZ_AGRI01000001|nc8_2853|335218_336318|367AA
NC_004567|lp_3345|2977579_2977983|135AA	NZ_AGRI01000001|nc8_2850|333549_333953|135AA
NC_004567|lp_3346|2978191_2978565|125AA	NZ_AGRI01000001|nc8_2851|334161_334535|125AA
NC_004567|lp_3355|2982970_2983608|213AA	NZ_AGRI01000001|nc8_2859|338940_339578|213AA
NC_004567|lp_3356|2983935_2984393|153AA	NZ_AGRI01000001|nc8_2860|339906_340364|153AA
NC_004567|lp_2860|2550235_2550885|217AA	NZ_AGRI01000010|nc8_2429|229290_229940|217AA
NC_004567|lp_2857|2549105_2549509|135AA	NZ_AGRI01000010|nc8_2426|228086_228787|234AA
NC_004567|lp_2856|2546520_2549111|864AA	NZ_AGRI01000010|nc8_2425|225501_228092|864AA
NC_004567|lp_2855|2545177_2546439|421AA	NZ_AGRI01000010|nc8_2424|224158_225411|418AA
NC_004567|lp_2865|2553764_2554261|166AA	NZ_AGRI01000010|nc8_2433|232266_232763|166AA
NC_004567|lp_2864|2553325_2553792|156AA	NZ_AGRI01000010|nc8_2432|231827_232294|156AA
NC_004567|lp_2862|2551837_2552454|206AA	NZ_AGRI01000010|nc8_2431|230892_231509|206AA
NC_004567|lp_2861|2551024_2551644|207AA	NZ_AGRI01000010|nc8_2430|230079_230699|207AA
NC_004567|lp_2867|2554544_2554849|102AA	NZ_AGRI01000010|nc8_2435|233046_233351|102AA
NC_004567|lp_2866|2554258_2554509|84AA	NZ_AGRI01000010|nc8_2434|232760_233011|84AA
NC_004567|lp_2251|2036001_2036921|307AA	NZ_AGRI01000006|nc8_1992|646861_647781|307AA
NC_004567|lp_2253|2037058_2037786|243AA	NZ_AGRI01000006|nc8_1993|647918_648646|243AA
NC_004567|lp_2248|2033842_2034891|350AA	NZ_AGRI01000006|nc8_1990|644702_645751|350AA
NC_004567|lp_2249|2034827_2035801|325AA	NZ_AGRI01000006|nc8_1991|645687_646661|325AA
NC_004567|lp_2256|2039312_2040322|337AA	NZ_AGRI01000006|nc8_1996|650172_651182|337AA
NC_004567|lp_2258|2040586_2041695|370AA	NZ_AGRI01000006|nc8_1998|651446_652555|370AA
NC_004567|lp_2254|2038004_2038324|107AA	NZ_AGRI01000006|nc8_1994|648864_649184|107AA
NC_004567|lp_2255|2038317_2039189|291AA	NZ_AGRI01000006|nc8_1995|649177_650049|291AA
NC_004567|lp_2259|2041782_2042243|154AA	NZ_AGRI01000006|nc8_1999|652642_653103|154AA
NC_004567|lp_2260|2042313_2042825|171AA	NZ_AGRI01000006|nc8_2000|653173_653685|171AA
NC_004567|lp_3372|2994676_2994969|98AA	NZ_AGRI01000001|nc8_2872|350648_350941|98AA
NC_004567|lp_3371|2994442_2994624|61AA	NZ_AGRI01000001|nc8_2871|350414_350596|61AA
NC_004567|lp_3363|2988637_2990676|680AA	NZ_AGRI01000001|nc8_2865|344608_346647|680AA
NC_004567|lp_3196|2849149_2850249|367AA	NZ_AGRI01000001|nc8_2727|205288_206388|367AA
NC_004567|lp_3124|2789942_2790850|303AA	NZ_AGRI01000001|nc8_2665|151675_152583|303AA
NC_004567|lp_3468|3072533_3074479|649AA	NZ_AGRI01000001|nc8_2940|417993_419939|649AA
NC_004567|lp_3469|3074498_3076549|684AA	NZ_AGRI01000001|nc8_2941|419958_422009|684AA
NC_004567|lp_3529|3145662_3146510|283AA	NZ_AGRI01000001|nc8_2997|489338_490189|284AA
NC_004567|lp_3527|3143494_3145494|667AA	NZ_AGRI01000001|nc8_2996|487170_489167|666AA
NC_004567|lp_3531|3149184_3150161|326AA	NZ_AGRI01000001|nc8_2999|492860_493837|326AA
NC_004567|lp_1890|1707379_1708146|256AA	NZ_AGRI01000006|nc8_1622|278724_279461|246AA
NC_004567|lp_3519|3134642_3135085|148AA	NZ_AGRI01000001|nc8_2988|478318_478761|148AA
NC_004567|lp_1659|1513370_1513909|180AA	NZ_AGRI01000006|nc8_1420|82907_83446|180AA
NC_004567|lp_1461|1336388_1339378|997AA	NZ_AGRI01000005|nc8_1273|39382_42375|998AA
NC_004567|lp_2103|1898121_1899212|364AA	NZ_AGRI01000006|nc8_1863|509373_510464|364AA
NC_004567|lp_0139|122436_124130|565AA	NZ_AGRI01000002|nc8_0136|135276_136985|570AA
NC_004567|lp_1435|1312973_1315522|850AA	NZ_AGRI01000005|nc8_1248|14712_17261|850AA
NC_004567|lp_1267|1152847_1153236|130AA	NZ_AGRI01000003|nc8_1113|789157_789546|130AA
NC_004567|lp_1696|1543478_1544650|391AA	NZ_AGRI01000006|nc8_1456|114418_115590|391AA
NC_004567|lp_3483|3091774_3093654|627AA	NZ_AGRI01000001|nc8_2954|437223_439103|627AA
NC_004567|lp_3044|2706304_2707503|400AA	NZ_AGRI01000001|nc8_2595|71865_73064|400AA
NC_004567|lp_2998|2665544_2666110|189AA	NZ_AGRI01000001|nc8_2555|32712_33278|189AA
NC_004567|lp_1881|1698149_1699459|437AA	NZ_AGRI01000006|nc8_1613|269494_270804|437AA
NC_004567|lp_1393|1275325_1277319|665AA NC_004567|lp_3000|2667093_2669093|667AA	NZ_AGRI01000004|nc8_1203|66844_68838|665AA NZ_AGRI01000001|nc8_2557|34170_36170|667AA
NC_004567|lp_1083|984596_986608|671AA NC_004567|lp_3135|2803915_2805906|664AA NC_004567|lp_3538|3156582_3158579|666AA	NZ_AGRI01000003|nc8_0954|619633_621645|671AA NZ_AGRI01000001|nc8_3005|500271_502268|666AA
NC_004567|lp_0526|472575_475637|1021AA NC_004567|lp_2700|2400653_2403829|1059AA	NZ_AGRI01000003|nc8_0470|129986_133048|1021AA NZ_AGRI01000010|nc8_2295|82057_85233|1059AA
NC_004567|lp_0007|6676_9237|854AA NC_004567|lp_1839|1660280_1662730|817AA	NZ_AGRI01000002|nc8_0006|6676_9237|854AA NZ_AGRI01000006|nc8_1578|231624_234074|817AA
NC_004567|lp_0006|4565_6511|649AA NC_004567|lp_1840|1662744_1664750|669AA	NZ_AGRI01000002|nc8_0005|4565_6511|649AA NZ_AGRI01000006|nc8_1579|234088_236094|669AA
NC_004567|lp_0181|158212_160482|757AA NC_004567|lp_1730|1566378_1568624|749AA	NZ_AGRI01000002|nc8_0170|170950_173220|757AA NZ_AGRI01000006|nc8_1486|137314_139560|749AA
NC_004567|lp_1524|1394441_1395754|438AA NC_004567|lp_2716|2416285_2417613|443AA	NZ_AGRI01000005|nc8_1301|70885_72189|435AA NZ_AGRI01000010|nc8_2307|97684_99012|443AA
NC_004567|lp_1239|1126010_1126768|253AA	NZ_AGRI01000003|nc8_1087|762037_762795|253AA
NC_004567|lp_2263|2044594_2045748|385AA	NZ_AGRI01000006|nc8_2003|655454_656608|385AA
NC_004567|lp_2262|2043433_2044326|298AA	NZ_AGRI01000006|nc8_2002|654293_655186|298AA
NC_004567|lp_2261|2042828_2043244|139AA	NZ_AGRI01000006|nc8_2001|653688_654104|139AA
NC_004567|lp_2267|2047589_2048197|203AA	NZ_AGRI01000006|nc8_2007|658449_659057|203AA
NC_004567|lp_2952|2627889_2628155|89AA	NZ_AGRI01000010|nc8_2514|314720_314986|89AA
NC_004567|lp_2266|2047074_2047592|173AA	NZ_AGRI01000006|nc8_2006|657934_658452|173AA
NC_004567|lp_2264|2045766_2046476|237AA	NZ_AGRI01000006|nc8_2004|656626_657336|237AA
NC_004567|lp_2732|2430530_2431825|432AA	NZ_AGRI01000010|nc8_2320|111929_113224|432AA
NC_004567|lp_2728|2428363_2429493|377AA	NZ_AGRI01000010|nc8_2318|109762_110892|377AA
NC_004567|lp_2723|2423042_2424496|485AA	NZ_AGRI01000010|nc8_2313|104441_105895|485AA
NC_004567|lp_2722|2422020_2423045|342AA	NZ_AGRI01000010|nc8_2312|103419_104444|342AA
NC_004567|lp_2721|2421449_2422027|193AA	NZ_AGRI01000010|nc8_2311|102848_103426|193AA
NC_004567|lp_2720|2419915_2421447|511AA	NZ_AGRI01000010|nc8_2310|101314_102846|511AA
NC_004567|lp_2727|2427629_2428360|244AA	NZ_AGRI01000010|nc8_2317|109028_109759|244AA
NC_004567|lp_2726|2427373_2427627|85AA	NZ_AGRI01000010|nc8_2316|108772_109026|85AA
NC_004567|lp_2725|2426693_2427373|227AA	NZ_AGRI01000010|nc8_2315|108092_108772|227AA
NC_004567|lp_1642|1495358_1495678|107AA	NZ_AGRI01000006|nc8_1407|65524_65844|107AA
NC_004567|lp_1640|1494566_1494922|119AA	NZ_AGRI01000006|nc8_1406|64732_65088|119AA
NC_004567|lp_1637|1492726_1492983|86AA	NZ_AGRI01000006|nc8_1403|62892_63149|86AA
NC_004567|lp_2097|1889785_1891752|656AA	NZ_AGRI01000006|nc8_1857|501037_503004|656AA
NC_004567|lp_1639|1493668_1494408|247AA	NZ_AGRI01000006|nc8_1405|63834_64574|247AA
NC_004567|lp_2096|1888846_1889763|306AA	NZ_AGRI01000006|nc8_1856|500098_501015|306AA
NC_004567|lp_1619|1473316_1475340|675AA	NZ_AGRI01000006|nc8_1386|43482_45506|675AA
NC_004567|lp_1636|1492436_1492708|91AA	NZ_AGRI01000006|nc8_1402|62602_62874|91AA
NC_004567|lp_1635|1490885_1492339|485AA	NZ_AGRI01000006|nc8_1401|61051_62505|485AA
NC_004567|lp_1086|988567_989646|360AA	NZ_AGRI01000003|nc8_0957|623598_624683|362AA
NC_004567|lp_1093|995052_995894|281AA	NZ_AGRI01000003|nc8_0963|630088_630930|281AA
NC_004567|lp_1466|1342655_1344643|663AA	NZ_AGRI01000005|nc8_1276|44218_46206|663AA
NC_004567|lp_2060|1862350_1862985|212AA	NZ_AGRI01000006|nc8_1771|432271_432909|213AA
NC_004567|lp_2061|1863042_1863278|79AA	NZ_AGRI01000006|nc8_1772|432966_433202|79AA
NC_004567|lp_3173|2831176_2832213|346AA	NZ_AGRI01000001|nc8_2705|187335_188375|347AA
NC_004567|lp_2806|2504151_2504666|172AA	NZ_AGRI01000010|nc8_2384|183215_183730|172AA
NC_004567|lp_0066|64066_64737|224AA	NZ_AGRI01000002|nc8_0072|77708_78379|224AA
NC_004567|lp_3015|2683134_2683796|221AA	NZ_AGRI01000001|nc8_2571|50137_50799|221AA
NC_004567|lp_1386|1269815_1271206|464AA	NZ_AGRI01000004|nc8_1198|61356_62747|464AA
NC_004567|lp_1058|963418_964077|220AA	NZ_AGRI01000003|nc8_0931|599871_600521|217AA
NC_004567|lp_1056|962068_963363|432AA	NZ_AGRI01000003|nc8_0930|598512_599807|432AA
NC_004567|lp_1055|961635_962066|144AA	NZ_AGRI01000003|nc8_0929|598079_598510|144AA
NC_004567|lp_1054|961421_961603|61AA	NZ_AGRI01000003|nc8_0928|597865_598047|61AA
NC_004567|lp_1062|965520_966464|315AA	NZ_AGRI01000003|nc8_0936|601964_602908|315AA
NC_004567|lp_1061|965044_965433|130AA	NZ_AGRI01000003|nc8_0935|601488_601877|130AA
NC_004567|lp_1060|964654_965019|122AA	NZ_AGRI01000003|nc8_0934|601098_601463|122AA
NC_004567|lp_1059|964252_964470|73AA	NZ_AGRI01000003|nc8_0932|600696_600914|73AA
NC_004567|lp_1066|968714_969706|331AA	NZ_AGRI01000003|nc8_0938|603717_604709|331AA
NC_004567|lp_1063|966486_966869|128AA	NZ_AGRI01000003|nc8_0937|602930_603313|128AA
NC_004567|lp_2187|1973735_1976533|933AA	NZ_AGRI01000006|nc8_1933|584915_587713|933AA
NC_004567|lp_1249|1133122_1134477|452AA	NZ_AGRI01000003|nc8_1096|769148_770503|452AA
NC_004567|lp_2189|1976848_1977546|233AA	NZ_AGRI01000006|nc8_1934|588027_588725|233AA
NC_004567|lp_3223|2871746_2872831|362AA	NZ_AGRI01000001|nc8_2750|229946_231031|362AA
NC_004567|lp_3224|2872907_2873662|252AA	NZ_AGRI01000001|nc8_2751|231107_231862|252AA
NC_004567|lp_3225|2873659_2874309|217AA	NZ_AGRI01000001|nc8_2752|231859_232509|217AA
NC_004567|lp_3226|2874457_2875902|482AA	NZ_AGRI01000001|nc8_2753|232658_234103|482AA
NC_004567|lp_3227|2875941_2876384|148AA	NZ_AGRI01000001|nc8_2754|234142_234585|148AA
NC_004567|lp_3236|2883615_2884466|284AA	NZ_AGRI01000001|nc8_2755|234865_235716|284AA
NC_004567|lp_3237|2884581_2885405|275AA	NZ_AGRI01000001|nc8_2756|235831_236655|275AA
NC_004567|lp_3649|3271302_3272351|350AA	NZ_AGRI01000001|nc8_3097|602977_604026|350AA
NC_004567|lp_3648|3269282_3271072|597AA	NZ_AGRI01000001|nc8_3096|600936_602747|604AA
NC_004567|lp_3645|3264555_3266405|617AA	NZ_AGRI01000001|nc8_3093|596229_598079|617AA
NC_004567|lp_3644|3263257_3264219|321AA	NZ_AGRI01000001|nc8_3092|594931_595893|321AA
NC_004567|lp_3643|3262327_3263244|306AA	NZ_AGRI01000001|nc8_3091|594001_594918|306AA
NC_004567|lp_3642|3260765_3262237|491AA	NZ_AGRI01000001|nc8_3090|592439_593911|491AA
NC_004567|lp_3640|3258353_3258964|204AA	NZ_AGRI01000001|nc8_3088|590027_590638|204AA
NC_004567|lp_3639|3256640_3258352|571AA	NZ_AGRI01000001|nc8_3087|588314_590026|571AA
NC_004567|lp_2449|2196984_2197397|138AA NC_004567|lp_0630|594998_595414|139AA	NZ_AGRI01000003|nc8_0521|193457_193888|144AA
NC_004567|lp_3074|2735238_2735609|124AA	NZ_AGRI01000001|nc8_2621|97964_98335|124AA
NC_004567|lp_3075|2735786_2738533|916AA	NZ_AGRI01000001|nc8_2622|98512_101259|916AA
NC_004567|lp_3111|2770523_2771029|169AA	NZ_AGRI01000001|nc8_2652|132282_132788|169AA
NC_004567|lp_3110|2769760_2770506|249AA	NZ_AGRI01000001|nc8_2651|131519_132265|249AA
NC_004567|lp_0442|396196_396942|249AA	NZ_AGRI01000003|nc8_0406|65493_66239|249AA
NC_004567|lp_3104|2765055_2765849|265AA	NZ_AGRI01000001|nc8_2646|126813_127607|265AA
NC_004567|lp_3106|2766841_2767836|332AA	NZ_AGRI01000001|nc8_2648|128599_129594|332AA
NC_004567|lp_1396|1278794_1281349|852AA	NZ_AGRI01000004|nc8_1205|70313_72868|852AA
NC_004567|lp_3103|2763889_2764818|310AA	NZ_AGRI01000001|nc8_2645|125647_126588|314AA
NC_004567|lp_0439|392220_393575|452AA	NZ_AGRI01000003|nc8_0403|61517_62872|452AA
NC_004567|lp_0441|395150_396046|299AA	NZ_AGRI01000003|nc8_0405|64447_65343|299AA
NC_004567|lp_3055|2716624_2718549|642AA	NZ_AGRI01000001|nc8_2603|79383_81308|642AA
NC_004567|lp_1082|982630_983718|363AA	NZ_AGRI01000003|nc8_0953|617667_618755|363AA
NC_004567|lp_1332|1225680_1228631|984AA	NZ_AGRI01000004|nc8_1161|23229_26180|984AA
NC_004567|lp_2871|2556603_2557481|293AA	NZ_AGRI01000010|nc8_2438|235086_235973|296AA
NC_004567|lp_1299|1187426_1188922|499AA	NZ_AGRI01000003|nc8_1136|822275_823771|499AA
NC_004567|lp_3063|2725199_2726467|423AA	NZ_AGRI01000001|nc8_2610|87925_89193|423AA
NC_004567|lp_3001|2669469_2672693|1075AA	NZ_AGRI01000001|nc8_2558|36546_39770|1075AA
NC_004567|lp_2890|2569655_2570683|343AA	NZ_AGRI01000010|nc8_2466|259194_260222|343AA
NC_004567|lp_3577|3193312_3193557|82AA	NZ_AGRI01000001|nc8_3031|527340_527585|82AA
NC_004567|lp_1920|1739826_1741115|430AA	NZ_AGRI01000005|nc8_1240|5474_6763|430AA NZ_AGRI01000006|nc8_1650|311172_312461|430AA
